	TNBC1	TNBC2	TNBC3	TNBC4	TNBC5	TNBC6	NonTNBC1	NonTNBC2	NonTNBC3	NonTNBC4	NonTNBC5	NonTNBC6	HER2_1	HER2_2	HER2_3	HER2_4	HER2_5	NBS1	NBS2	NBS3
ZNF658	98.6398842777013	38.3650248301007	41.8543278782063	37.5197990822285	45.0744409366626	49.0976930065447	52.940863431189	17.4910306702085	20.7184654766783	91.5566559326503	34.5565576453774	42.8979895572453	56.70953380307	52.5209358337085	45.1293527240614	104.350432257699	46.4598592255464	11.6463417528074	10.7342688045756	11.3615177394245
GLIDR	24.505898066854	15.9460099320403	61.6978585619065	26.453193299735	19.0818219227334	17.8341925522906	28.0525330370776	41.7425463616917	37.7480492974459	26.592098415749	62.3839469122757	30.5750514521732	21.5883059706998	27.2124059504833	12.6129875589635	9.37976477765124	19.5972151377235	50.6829281797679	39.0100019988191	33.8114728415109
KGFLP1	9.13665702314177	19.6825124150503	2.16726651080589	5.4266423129974	11.1710248315375	7.01221162581808	8.03365858964018	3.91018188297798	1.89629388530356	3.95293443258642	12.4583367569581	5.92917524202886	3.42215364361174	2.80775213451609	2.16129875589635	1	1	12.6602790625986	8.88012236560883	5.7490289639029
FAM27B	4.61629201028523	8.47300496602014	2.16726651080589	4.31998173474805	2.13011387017084	3.40488465032723	1.54105066074155	1	1	1	1.81845262549701	1	1	1	1	1	1	4.54878058426913	4.70829287793357	5.7490289639029
MIR1299	8.23258402057046	1	15.0071981296707	3.2133211564987	3.26022774034167	5.80976930065447	1.54105066074155	3.91018188297798	4.58517554121424	14.7803606854033	8.36607362947308	3.46458762101443	13.1107682180587	10.9426367398385	11.4516888030672	5.18988238882562	3.06635723752484	2.01393730979118	1	1
PGM5P2	15.4651680411409	1	17.3417311512825	60.7596712254649	5.52045548068334	13.0244232516362	5.86945594667397	2.94012125531865	5.4814694265178	9.85880329775927	10.8214315059641	4.69688143152165	10.688614574447	25.4046538159672	10.2903900471708	13.5696471664769	5.13271447504968	3.53484327447795	2.85414643896678	4.45383924647484
CBWD5	148.363899419123	83.2030546262215	71.0359906483537	59.6530106472155	108.360817666229	69.5392125343262	207.140301742531	129.048002851031	160.540311584034	105.337016618054	140.136946334491	151.33984488188	113.630144427946	97.7147391966107	100.871693007086	95.9706674800474	42.3271447504968	290.986070600278	277.731356015793	309.686882653688
PGM5-AS1	5.52036501285654	1	1	64.0796529602129	1	3.40488465032723	1.54105066074155	6.82036376595595	5.4814694265178	1.98431147752881	5.09226312748504	1	1	1	2.16129875589635	2.39662746294187	1	7.08362385874709	18.1508545604428	9.63459811618709
ANXA1	927.674827635591	2571.71370831093	2098.57791991819	5266.49103131041	2808.20285350436	2339.75032244323	1314.67100428049	674.222075595572	844.412546070649	2409.61018551299	736.788910321811	603.591673338028	1625.05401804167	985.32103724401	1521.14007146832	903.221341060451	2152.07788426336	9075.73892263107	12484.0409003439	7604.19537120854
RMI1	189.047184534832	113.095074490302	92.0467878428598	77.3595798992051	74.4574015611043	103.207597638907	71.8776365571433	156.209700425492	123.792262286588	146.678098674264	91.848241430168	131.623143913765	239.582133895756	283.00933298451	217.001568596721	255.186198255421	87.7870039760432	37.5017431524825	42.254758267011	46.3316401099822
