	TNBC1	TNBC2	TNBC3	TNBC4	TNBC5	TNBC6	NonTNBC1	NonTNBC2	NonTNBC3	NonTNBC4	NonTNBC5	NonTNBC6	HER2_1	HER2_2	HER2_3	HER2_4	HER2_5	NBS1	NBS2	NBS3
LINC00921	13.6570220359983	38.3650248301007	27.8471297485356	13.1732663607428	22.4721635332459	11.8219809264726	21.0188744474374	60.1736982872189	31.473992100321	40.3724591011523	16.5505998844432	21.9489947786227	36.1212278323702	22.6930256141931	24.225975117927	30.3291767217794	9.26542895009935	14.6881536821809	9.34365897535053	14.38362708009
OR2C1	4.61629201028523	1	8.00359906483537	4.31998173474805	1	1	4.24630396444931	9.73054564893393	3.68888165591068	3.95293443258642	2.63690525099402	2.23229381050722	1	1	2.16129875589635	3.79325492588375	3.06635723752484	2.01393730979118	1	1.43172990580935
TIGD7	195.375695552831	131.777586905352	162.082778491213	222.33211564987	274.487556581342	127.25644414218	333.205105695313	160.089942936129	130.962613369016	190.97211516306	143.41075683648	167.359664418474	171.761831874628	299.279102195155	115.968576833739	140.662746294187	149.777721101788	83.1289220930857	43.1818314864944	66.6229456830219
ZNF75A	137.515023388268	71.9935471771913	97.8831203968893	173.639050206899	147.914803122209	183.77123342487	267.737975745585	273.58703637227	132.755201139623	241.172000517029	162.235167222911	310.305746437311	254.115055757427	201.660486931286	191.452995967002	250.996315866595	222.100224415158	69.4407684109047	62.6503690956456	72.6671643643528
ZNF263	139.32316939341	146.723596837393	292.816627701474	154.82582037666	227.022774034167	120.041790191198	138.967918489096	434.617100563718	294.984394379567	224.438705399039	213.797682629222	365.758967910136	267.436900797292	298.375226127897	196.098190990587	383.675924846073	244.830154027931	810.121973213363	488.176976838523	658.524646547647
ZSCAN32	90.5032272545595	94.4125620752517	136.402915253484	138.225911702919	117.401728627596	106.814924614398	131.393209238714	235.754671893557	178.466189290105	195.893672550704	157.324451469929	222.812885891299	142.695988151287	220.641884343705	145.001045731148	209.097491978339	224.166581652683	88.1986086420416	51.5254904618449	60.5787270016909
ZNF174	63.3810371774203	109.358572007292	89.712254821248	89.532846259948	93.6693373540085	69.5392125343262	121.654297345366	179.491155489316	132.755201139623	113.211508438284	111.491104442096	168.591958228981	71.2424556647405	128.446525483384	77.6457178891592	98.7639224059312	158.043150051888	55.2456460738282	33.9110992916604	46.7633700157916
MTRNR2L4	20.8896060565688	12.2095074490302	20.8435306837002	13.1732663607428	8.91079709119585	8.2146539509817	14.5262665185388	44.6527282446696	39.540637068053	22.6548525056338	24.7351261394133	25.6458762101443	25.2215364361174	41.674423026612	9.12909129127446	27.5359217958956	23.7299296127732	1.50696865489559	1.4635366097417	1
NLRC3	180.006454509119	68.2570446941812	209.940705434255	99.4927914641921	141.134119901184	123.649117166689	82.1575991112328	122.257578457416	134.54778891023	115.180131393342	95.122051932156	156.269020123909	369.167353828985	92.2914827930625	256.485726297197	139.266118831246	133.24686320159	18.7439029213457	19.0779277799262	19.5643859498022
SLX4	114.913198323985	161.669606769433	172.588177088467	80.6795616339532	104.970476055717	127.25644414218	54.5640154134137	216.35345934037	180.258777060712	122.070311736043	116.401820195078	142.71378820833	137.851680864063	124.831021214352	103.194290518879	139.266118831246	83.6542895009935	52.7108027993502	58.942076217712	45.8999102041729
LOC102724927	8.23258402057046	1	22.0107971945061	4.31998173474805	4.39034161051251	1	6.95155726815707	10.7006062765933	15.3407021648569	8.87449182023046	7.54762100397607	3.46458762101443	4.63323046541761	1	2.16129875589635	3.79325492588375	5.13271447504968	3.02787461958236	3.31768304870848	3.59037943485613
GLIS2	59.764745167135	225.190148980604	198.268040326196	147.079196328914	145.654575381867	61.1221162581808	97.8480682727378	178.521094861657	125.584850057195	355.352131910371	100.851220310635	104.512680082606	125.740912646005	60.6558204390309	67.1940290860921	62.4516083694425	127.047791489015	443.583635723851	498.838318862582	734.077380064284
VASN	103.160249290558	311.129706089836	99.0503869076952	171.4257290504	140.004006031013	210.224964578469	90.8144096830976	91.2156383723173	72.7035108242847	200.815229938348	58.2916837847906	23.1812885891299	147.54029543851	141.100790424997	171.710917116764	186.751452571269	267.560083640704	550.55402190682	654.12308312605	896.407824648601
UBALD1	84.1747162365603	217.717144014584	67.534191115936	128.265966498675	125.312525718792	112.827136240216	104.340676201636	154.269579170173	130.066319483713	61.0430001292573	109.854199191102	146.410669639851	36.1212278323702	39.8666708920959	45.1293527240614	49.8819612029656	114.649648063866	267.158543820185	629.55564280974	495.330742151711
